,5UTRlen,3UTRlen,CDSlen,mRNA_DW,Eff_DW,hl_RS,syn_RS,pro,tAI,TR,startWin_1_MEE,startWin_end_MEE,stopWin_1_MEE,stopWin_end_MEE,uORF,GC3,CDSminMFE,CDSmeanMFE,pAlen2
YJR057W,3.1355,4.2195,6.4785,4.0423,-0.083443,2.8507,-2.0636,4.4427,0.39,-2.112,-4.1,-4.1,-6.8,-3.2,-1.6094,-0.53621,-19.2,-8.86,34.2
YGL211W,1.0986,4.4998,6.9847,3.9789,-0.65858,2.6391,-1.9878,5.1667,0.36,-1.0331,-9.2,-9.2,-4,-9.8,-1.6094,-0.42689,-21.8,-10.729,38.8
YBL063W,2.1972,4.8122,8.1125,3.2076,-1.0261,2.0541,-2.1628,3.912,0.37,-2.7031,0.4,0.4,13.3,-5.8,-1.6094,-0.58779,-17.4,-6.3549,24.3
YJR137C,5.0562,4.9488,8.3731,4.314,-0.79771,2.1861,-0.97286,4.5816,0.45,-2.0834,-10.3,-6.2,-7.9,1.3,-1.6094,-0.65012,-16.6,-8.797,41
YMR074C,2.3979,3.8918,6.0822,5.6226,0.023685,3.3464,-0.97022,5.2983,0.45,-1.1664,-10.9,-10.9,-5.8,0.8,-1.6094,-0.54635,-14.8,-9.3154,26.1
YNL021W,3.8712,5.4381,7.6596,3.8834,-0.29823,1.8718,-1.1842,4.5917,0.38,-1.9929,-6.9,-3.8,5.5,8.6,-1.6094,-0.6656,-20.5,-8.3275,31.2
YAL033W,1.6094,4.2627,6.2577,4.1228,-0.082354,3.0865,-2.5257,5.9915,0.29,-2.2936,-3.7,-3.7,-1.1,-5,-1.6094,-0.35647,-20.1,-10.938,31.4
YNL130C,3.7136,4.4543,7.075,5.0355,-0.37558,2.451,-1.4439,5.2627,0.39,-2.8117,-9,2.1,-4.7,-1.1,-1.6094,-0.58124,-13.9,-7.8316,27.6
YNR049C,2.8332,4.4773,6.4505,3.586,0.14257,2.3888,-1.4147,3.8286,0.31,-2.0964,-5.2,-5.2,-2.6,-7.5,-1.6094,-0.50921,-14.5,-7.85,38.3
YML109W,4.6444,4.3694,7.9477,3.1705,-0.46984,2.0149,-1.9449,4.0604,0.36,-2.4293,-4.9,7.7,-4.2,-1.5,-1.6094,-0.57639,-16.7,-7.7161,29.4
YNL251C,5.6021,5.0689,7.4547,4.3759,0.064295,1.7047,-0.23193,6.3886,0.37,-0.97631,0,2.82,0.91,0.7,1.1632,-0.59512,-15.4,-7.9893,43.1
YBR164C,4.6821,4.7875,6.3135,5.0549,0.41778,3.8373,-1.7148,5.7159,0.41,-1.9966,-3.1,-7.2,-4.1,-9.1,-1.6094,-0.6536,-16,-9.8824,28.2
YFR030W,3.989,4.0254,8.0417,3.9489,-0.80005,2.0015,-0.75929,4.2905,0.46,-3.1304,-6.5,-5,-5.5,6.5,-1.6094,-0.58452,-16.8,-8.3951,23.9
YKL078W,3.4965,4.4188,7.6998,3.4275,-0.46327,1.9879,-1.4024,3.9318,0.36,-2.5459,-10.6,-7.9,-5.3,-5,-1.6094,-0.65099,-17.5,-8.9029,40.2
YLR351C,0.69315,4.8828,6.7754,5.1145,-0.1654,3.2995,-1.5847,5.4806,0.37,-1.8477,-3.8,-3.8,-6.3,-6.2,-1.6094,-0.43986,-18,-9.2857,29
YLR015W,3.9703,5.1417,7.3251,3.255,-0.26128,2.2925,-2.2164,3.8286,0.36,-2.5096,-6,2.7,-7.9,-6.1,-1.6094,-0.55508,-14,-7.9463,31.3
YPL259C,2.4849,5.3423,7.264,3.9692,-0.44192,2.3514,-1.5559,5.2558,0.37,-2.0265,-7.5,-7.5,1.2,-7.8,-1.6094,-0.64477,-14.6,-7.5848,36.5
YGR093W,3.912,4.382,7.3291,3.6235,-0.42039,3.0587,-2.1542,4.0134,0.35,-2.3076,0,0,-0.5,-3,0.18232,-0.58562,-14.8,-6.43,45.8
YPR070W,4.5643,5.8435,7.439,3.4685,-0.7016,2.0281,-1.4439,4.9175,0.36,-2.1602,-7.8,-7.9,-2.3,5.4,0.18232,-0.67406,-12.4,-6.2418,40.6
YDR397C,3.8918,5.1417,6.089,4.9336,-0.043637,2.9957,-0.9835,6.086,0.36,-0.3699,-6.6,-6.2,-11.2,-2.2,0.18232,-0.31079,-15,-9.7769,27.6
YML076C,2.7081,4.8752,7.9498,3.142,-0.79157,1.6677,-1.5418,4.3438,0.35,-2.7458,-9.9,-9.9,-0.9,-9.5,-1.6094,-0.59491,-13.7,-6.5445,31.2
YKR060W,3.434,4.1589,6.7154,3.8399,-0.038567,1.2238,0.080658,5.1338,0.39,-1.7181,-5,-5,11.1,-5,-1.6094,-0.51765,-11.6,-7.0931,30.2
YER069W,3.8918,4.9904,7.8602,3.5193,-0.75548,2.3514,0.21833,6.1269,0.42,-2.5692,-7.1,-7.6,-9.7,-9.1,-1.6094,-0.63254,-16.6,-8.9882,39.7
YMR091C,3.6109,4.2047,7.1763,4.508,0.10989,2.3026,-0.95451,5.2849,0.39,-1.6384,-11.8,-9.1,-0.5,-6.7,-1.6094,-0.64283,-15.6,-7.3786,22.8
YDL135C,3.7842,4.4998,6.4118,5.0695,0.51256,3.3322,-1.2658,5.6949,0.41,-2.0356,-3,-6,0.6,-0.5,-1.6094,-0.59207,-13.8,-7.4789,25.4
YBL102W,4.3567,5.1591,6.4739,4.7481,-0.18902,3.1781,-1.3394,5.3455,0.31,-2.7061,-4.4,-4.4,-6,-2.4,-1.6094,-0.44985,-19.1,-9.875,28.3
YLR120C,4.6444,5.8435,7.4442,4.223,-0.10237,2.3321,-0.52425,4.2268,0.38,-2.6578,-4.2,0.9,-6.4,-7.5,0.18232,-0.50928,-23,-9.8673,43.8
YNL326C,3.434,4.9127,6.9187,3.4635,-0.73635,3.0057,-2.5257,4.295,0.32,-2.4937,-5.4,-7,-4.6,-2.6,-1.6094,-0.60203,-17.3,-9.35,34.9
YDR337W,3.8918,4.0943,6.7581,4.0394,0.13703,2.9339,-1.8018,4.0254,0.39,-1.5702,-5,-5,-4.2,-2.1,-1.6094,-0.60233,-14.7,-7.6852,45.1
YJL061W,3.6889,4.9767,7.6695,4.1968,-0.50015,2.3418,-1.5606,5.5188,0.37,-2.1568,-7.8,-7.9,-6.3,-0.7,-1.6094,-0.62626,-15.7,-6.7916,30.3
YDR441C,4.3694,5.4972,6.3026,4.4212,-0.45606,2.3514,-0.90882,4.9859,0.4,-1.1577,0.12,-7.6,0,-2.8,0.18232,-0.57576,-21,-10.953,44.2
YPL094C,2.8332,4.1431,6.7154,5.3814,-0.11935,2.6532,-0.42312,6.097,0.41,-1.7702,-6,-6,5.66,-4.1,-1.6094,-0.40795,-19.5,-9.5962,38.5
YDR231C,3.1781,4.6151,6.4265,3.8095,-0.11171,2.5572,-1.6713,4.3503,0.37,-2.8387,-8.3,-8.3,-2.54,0.4,-1.6094,-0.29182,-19,-11.521,31.8
YJL112W,3.0445,5.0039,7.6709,3.5539,-0.91629,2.3514,-1.6145,4.295,0.35,-2.081,-3.7,-3.7,-12.2,-9.6,-1.6094,-0.60643,-14.5,-7.7171,42.4
YBR188C,4.3041,5.0434,6.0474,3.4433,0.40919,3.1781,-2.6451,4.6396,0.34,-2.3645,-3.7,-2.7,-10.4,-3.3,-1.6094,-0.55927,-11,-7.4785,36.2
YJR076C,3.5553,4.654,7.1293,4.7244,0.14062,2.2721,-1.0413,5.6131,0.42,-1.9512,-5.7,-3.6,-2.8,-3.4,-1.6094,-0.52341,-16.8,-7.335,37.4
YKL157W,3.6109,4.9628,7.9582,5.1044,-0.067282,3.0204,-1.6713,5.5959,0.44,-3.1145,-5.4,-1.5,-11.3,-7.8,-1.6094,-0.60045,-19.8,-8.4529,25.2
YBR003W,3.3673,4.8363,7.2598,3.9929,-0.64226,2.1972,-1.273,4.6217,0.37,-2.7473,-14.6,-14.6,1.3,-3.8,-1.6094,-0.65012,-16.2,-9.0348,29.8
YPR129W,3.6109,4.2341,6.9565,4.8579,0.21304,2.3026,-0.72155,5.116,0.43,-1.5654,-7.5,-8.1,5.1,-3,-1.6094,-0.58994,-14.6,-7.7636,31.3
YDL113C,4.1271,4.7449,7.5616,3.4822,-0.67276,2.3795,-1.9241,4.5218,0.39,-2.5447,-6.1,-9.8,-5.4,-3.8,-1.6094,-0.59113,-12.4,-6.9698,32.1
YPL005W,3.1355,4.654,7.5071,2.4168,-1.2599,2.4069,-2.4534,4.2413,0.33,-2.6766,-2.7,-2.7,-2.9,-1.1,-1.6094,-0.64488,-14.1,-7.8797,38.3
YBR247C,2.9957,4.8828,7.2807,4.4132,0.16772,2.2407,-0.82098,5.6466,0.42,-1.4473,-5,-5,-12.2,-0.7,-1.6094,-0.62408,-20.9,-8.1915,32.8
YJL210W,3.9512,4.1271,6.7044,3.9535,-1.1245,2.6672,-1.6713,3.7136,0.32,-2.2672,-9.3,-11.2,-7,5,-1.6094,-0.35189,-19.1,-11.623,35.3
YIL154C,3.1781,4.2627,6.9479,3.5178,0.39122,2.2824,-1.6451,4.5326,0.35,-1.3235,-7.5,-7.5,-11.6,-1.4,-1.6094,-0.061014,-23.1,-11.882,37.9
YKL004W,5.8749,4.9416,7.0951,4.9957,-0.8484,2.4849,-0.82098,5.7366,0.36,-2.62,0.2,-14,-9.8,-6,-1.6094,-0.54183,-17.4,-8.4513,32.1
YJR098C,4.2341,5.1417,7.5863,2.4791,-0.37127,2.1282,-2.551,4.069,0.38,-2.9565,-5.3,-9.7,-7.9,-2,-1.6094,-0.65012,-16.2,-7.3531,22.3
YIL094C,4.1589,5.4293,7.0175,5.6978,-0.30422,2.7014,0.98582,6.2628,0.49,-0.79607,-8.1,-12.1,-4.6,3.4,0.18232,-0.62973,-21.8,-9.8972,30.4
YLR451W,4.6052,5.204,7.8865,3.2032,-0.81347,2.1163,-1.5995,3.912,0.33,-1.6414,-7,-12,-8.1,-3.5,-1.6094,-0.65807,-13.9,-7.0322,34.6
YFR017C,4.1744,4.2905,6.3767,2.5741,-0.03569,2.4336,-1.3984,4.1054,0.36,-1.1612,0,0,-6.1,0,0.18232,-0.261,-20.1,-10.989,34.6
YIL076W,2.4849,5.1985,6.7923,5.2525,0.10273,3.6,-1.2694,6.3111,0.43,-2.849,-4.1,-4.1,-9.2,-1.7,-1.6094,-0.50062,-12.5,-7.1,28.3
YNL087W,4.382,5.0999,8.171,4.7648,-0.68255,2.2925,-1.194,5.7631,0.39,-2.1169,-8.7,2.2,-6.5,-8.8,-1.6094,-0.60408,-18,-7.9621,29.6
YBR278W,3.2189,4.4188,6.4069,3.6299,-0.2264,3.1697,-2.7969,4.0662,0.35,-2.0683,-0.04,-0.04,-6.5,-5.8,-1.6094,-0.57113,-12.9,-8,38.8
YHR137W,3.4012,4.7274,7.3408,4.2733,-0.29664,2.5878,0.27536,5.0562,0.4,-3.4483,-4.1,-4.1,-4.8,1.2,-1.6094,-0.49294,-15.1,-8.692,32.3
YBR187W,4.8598,4.92,6.737,5.2535,-0.19076,3.1268,-0.98618,4.361,0.41,-1.2648,0.9,-2.4,-10.8,-3.7,0.18232,-0.5263,-16.5,-10.415,35.7
YCR003W,3.091,4.625,6.3135,3.7619,0.29544,3.434,-2.386,5.6395,0.41,-1.9798,-1.1,-1.1,-9.3,-3.8,-1.6094,-0.6641,-16.9,-7.1235,32
YLR418C,4.0775,5.4848,7.075,3.958,0.38442,2.8792,-2.1203,5.4131,0.37,-1.9661,-2.3,-5.1,-9.6,-8.4,-1.6094,-0.65663,-15.2,-8.055,30.5
YER059W,5.0814,4.2627,7.1412,3.5827,-0.17253,2.8507,-2.1628,4.6412,0.34,-2.4757,-1.9,2,-10.4,-5.4,-1.6094,-0.59408,-14.2,-6.9707,33
YPL153C,5.1475,6.5806,7.8104,2.9997,-0.6211,2.0794,-2.6311,3.8286,0.36,-2.7458,-0.7,-4.8,-7.3,0,-1.6094,-0.57819,-17.3,-8.184,31.4
YOL066C,3.3322,4.1589,7.4821,3.4676,-0.45502,2.2925,-2.1804,4.2389,0.36,-2.0257,-7,-7,-4.2,-3,-1.6094,-0.48723,-20.6,-9.5707,39.9
YHR072W,4.0604,4.5433,7.6944,4.2371,-0.68925,2.4336,-1.168,4.9904,0.36,-2.4488,-6.4,-3.18,-7.3,-8.3,0.18232,-0.54348,-16.9,-9.1306,30.6
YJL190C,2.7081,5.0039,5.9738,8.343,0.48848,4.6357,0.75094,7.3818,0.64,-0.78636,-7.4,-7.4,-5.9,-2.6,-1.6094,-0.43593,-15.9,-10.333,25.4
YNL265C,2.9957,5.0106,6.7991,3.7521,0.29254,2.6101,-1.6928,5.0689,0.38,-2.1413,-3.1,-3.1,0.9,-2,-1.6094,-0.56815,-11.4,-6.5143,30.2
YMR058W,4.0073,4.9273,7.5554,6.5329,-0.2606,2.1748,0.42068,7.2575,0.41,-1.4802,-10.6,0,-9.2,-3.1,-1.6094,-0.35832,-16.5,-9.7113,34.7
YOR290C,4.92,4.2195,8.5393,4.3959,-1.039,1.7228,-0.5674,4.4811,0.39,-2.4663,1.6,-3.6,-6,1.7,-1.6094,-0.63672,-16.6,-7.2236,39.8
YML093W,3.1781,4.5747,7.901,4.4161,-0.00084607,1.7918,-0.24462,5.5568,0.46,-1.1871,-1.9,-1.9,-8.7,-2.3,-1.6094,-0.59022,-18,-6.8039,20.5
YLR200W,3.3322,4.8363,5.8435,4.8638,0.63476,2.2824,-0.74655,5.0391,0.45,-1.731,-1.6,-1.6,-8.5,-1.8,-1.6094,-0.59083,-11.3,-5.32,29.4
YKR003W,4.6821,4.4773,7.2056,4.6125,-0.57283,2.7081,-1.5006,4.6913,0.39,-2.6353,-4.8,-2.8,-10.3,-2.4,0.18232,-0.636,-19.5,-7.5488,35.2
YIR012W,3.2189,3.8501,7.167,4.9538,0.17777,2.7014,-0.96496,6.4703,0.4,-1.3273,-5,-5,-8.6,-2.2,-1.6094,-0.50968,-18.3,-10.007,26.4
YOR057W,4.2047,4.3307,7.08,4.042,-0.33552,2.9601,-1.8264,4.8122,0.39,-2.4722,-7.9,-2.9,-7,-5.1,0.18232,-0.68959,-16.5,-7.1632,32.2
YMR272C,3.6376,5.1648,7.0519,4.5494,0.0063238,2.6247,-0.44006,4.5468,0.42,-1.4271,-11,-6.8,-8.1,-5.9,-1.6094,-0.41343,-15.1,-9.3973,37.7
YPR108W,4.382,5.2204,7.1624,5.2212,0.2069,2.3795,-0.41703,4.8701,0.43,-0.95347,-4,6.1,-8.6,-7.5,0.18232,-0.60796,-12.9,-7.4366,31.8
YDL165W,3.8918,3.6636,6.3561,4.2822,0.26396,3.7728,-2.9957,4.8176,0.35,-2.357,-5.9,0.3,-10.2,-2.4,-1.6094,-0.51936,-10.7,-7.5722,28.2
YDR520C,4.4427,4.6444,7.7489,2.8232,-0.63151,1.7405,-1.8079,3.6889,0.35,-2.6708,-10.4,-0.5,-0.1,2.1,-1.6094,-0.61044,-17.4,-7.675,15.8
YKL023W,3.2958,5.0239,6.7262,3.4311,0.12598,2.3125,-1.6348,4.7916,0.37,-2.2396,6.7,6.7,-3.8,-4.6,-1.6094,-0.4603,-13.6,-6.4615,35.3
YFL034W,5.2417,4.7536,8.0778,3.4311,-0.77573,2.0669,-1.4271,4.4998,0.38,-3.1559,-6.1,-2.4,-6.2,-3.7,-1.6094,-0.59799,-21.2,-8.7425,30.6
YJR135C,3.7842,3.4012,6.5793,3.0047,-0.71519,2.6741,-3.2189,4.0073,0.32,-2.1946,-3.8,-5.6,-7.6,-7.6,-1.6094,-0.51587,-18.9,-8.7818,41.2
YMR076C,4.3567,5.3613,8.2517,3.7801,-0.4732,1.8563,-1.1616,4.7274,0.39,-2.398,-4.8,-6.9,-6.5,6.6,-1.6094,-0.65463,-15.8,-6.1831,29.6
YGR205W,4.8675,4.6444,6.7719,3.9564,0.039206,2.5726,-3.1942,4.5254,0.4,-2.6536,-2,-5.9,8.9,-0.6,0.18232,-0.45353,-15.2,-8.7286,39.1
YNL027W,4.6913,4.7274,7.6192,3.7192,-0.26823,1.7228,-1.0106,5.0752,0.37,-2.4805,-8.2,-9.7,-1.8,-3.8,-1.6094,-0.61774,-11.7,-6.4515,90.1
YLR291C,3.434,5.0173,7.044,4.951,-0.3837,2.2407,-0.61065,5.7683,0.38,-2.0794,5.2,-0.6,-7.4,-1.9,-1.6094,-0.68759,-18.3,-8.0722,24
YIL122W,5.5491,5.0173,6.9622,2.4782,-0.74656,1.7918,-1.6145,3.922,0.27,-2.435,-7,-3.9,0,-2.3,0.18232,-0.56329,-18.7,-8.1441,44.1
YDL230W,3.4012,4.0943,6.9157,3.329,-0.19262,2.4069,-1.8773,4.0943,0.36,-1.7165,-6.6,-6.6,0.5,-1.4,-1.6094,-0.36014,-18.4,-9.0813,35.1
YJR113C,2.9444,3.989,6.612,4.2948,-0.32228,2.6319,-1.8708,4.8803,0.34,-1.1799,-12.9,-12.9,-5.04,-0.3,-1.6094,-0.25185,-22.3,-13.774,36.7
YIR026C,2.9444,4.5326,6.9985,4.1623,-0.053246,2.8622,-1.682,5.0039,0.39,-2.2682,-6.6,-6.6,0.3,-11,-1.6094,-0.48889,-25,-8.9857,38.8
YGR097W,3.6889,5.0938,8.1435,3.5441,-0.95713,1.6864,-0.42159,4.6217,0.37,-2.471,-7.5,-6.6,7.4,-9.5,-1.6094,-0.56428,-26.2,-7.6301,35.7
YIL068C,4.0604,4.6052,7.7907,3.8697,-0.7465,2.2083,-1.3665,4.4998,0.36,-2.3361,-8.3,-6.3,-1.6,-9.5,-1.6094,-0.62818,-15.1,-7.2987,28.3
YCL025C,3.4012,4.5326,7.5507,3.4837,-0.21033,2.0149,0.24295,9.0192,0.43,-2.2808,-8,-8,11.6,4,-1.6094,-0.49724,-19.5,-9.9032,37.6
YNR034W,4.2767,5.5094,6.8732,3.2546,0.49934,2.3026,-1.5654,5.461,0.37,-2.0349,-0.9,-3.3,-6.8,-1.8,-1.6094,-0.48757,-19.5,-10.535,43.3
YNL282W,2.7081,4.1271,6.3767,3.368,-0.19998,2.2721,-2.3228,4.3944,0.33,-1.1099,-4.7,-4.7,-11.6,-9.7,-1.6094,-0.24132,-20.3,-10.617,21.4
YDR190C,4.0943,4.3438,7.2385,5.1992,0.18128,2.1972,-0.18754,6.4146,0.43,-1.203,-4,-7.8,-4.5,0,-1.6094,-0.67803,-18,-8.7889,29.8
YAL031C,3.8286,5.0876,7.7332,3.2669,-0.82195,1.8563,-1.5702,4.1271,0.35,-2.3634,-4.3,-1,-7.8,-0.3,-1.6094,-0.49139,-16,-7.7147,36.5
YBR166C,3.7377,4.7185,7.2145,4.0189,0.14931,2.6672,-1.0759,5.5984,0.38,-2.5575,-8.6,-7.4,-4.7,-3.3,-1.6094,-0.66718,-17.5,-8.1682,39.1
YDR462W,3.5264,4.804,6.0958,4.1736,0.53654,2.5177,-1.5702,4.9628,0.31,-1.6869,-0.9,-1.5,-10.3,-9.2,-1.6094,-0.31582,-19.3,-10.654,40.2
YJL148W,4.0431,5.3132,6.5539,4.9404,0.42011,2.9232,-0.42312,6.2468,0.43,-1.6874,-5.8,-3.9,-10.7,-6.3,-1.6094,-0.53429,-12.8,-6.9955,36.5
YPL055C,2.1972,4.2767,6.9068,3.8624,0.012531,2.0919,-1.6766,4.1352,0.33,-1.4176,-6,-6,-9,-3.1,-1.6094,-0.41079,-15.8,-7.5719,34.1
YNR016C,6.2653,4.654,8.8102,6.5077,-0.50047,2.1518,0.8463,7.6886,0.49,-0.90783,-7.9,-0.1,-0.8,-4.1,1.4351,-0.59968,-20.2,-9.4122,29.1
YFR036W,3.091,4.8283,5.9269,3.6297,0.51791,2.0669,-2.1982,3.8918,0.38,-1.8541,-5.8,-5.8,-3.3,0.2,0.78846,-0.15007,-16,-7.6455,32.2
YHR114W,4.1589,4.8283,7.5507,3.8624,-0.24503,2.3125,-1.5141,5.1436,0.41,-2.2779,-7.5,-0.1,-2.5,-15.5,0.18232,-0.55599,-17.1,-7.429,31.3
YGR028W,3.2189,5.112,6.993,3.7443,-0.51193,2.8679,-2.1203,4.382,0.37,-2.5575,0.6,0.6,-3.2,4.2,-1.6094,-0.66073,-17.2,-8.5514,31.8
YOL027C,3.3322,5.2832,7.4512,4.7292,-0.18586,2.3125,-0.37251,6.2292,0.42,-1.8898,-1,-1,-6.8,-1.9,-1.6094,-0.48253,-17.5,-8.4411,45
YPL120W,2.7726,4.6821,7.423,3.183,-0.60055,1.9601,-2.2538,3.843,0.36,-2.7001,-9.7,-9.7,-3,-7,-1.6094,-0.58371,-13.6,-6.6444,33.8
YOL145C,3.912,4.7449,8.0815,4.4883,-0.38269,1.7918,-0.42159,5.8455,0.42,-1.5178,-6.9,-4.5,-2.9,-5.5,-1.6094,-0.61234,-14.9,-7.2085,31.2
YHR149C,4.8752,5.0814,7.6985,3.8756,-0.37452,2.1163,-1.0966,4.5816,0.35,-1.982,-1.3,-7.7,-7.1,-5.4,-1.6094,-0.6606,-17.5,-8.4486,34.3
YMR311C,3.0445,4.6821,6.5367,4.3786,0.58929,2.2618,-0.62736,5.8464,0.38,-1.1335,-1.5,-1.5,-1.4,-1,-1.6094,-0.47252,-15.8,-6.7786,34
YOR362C,3.7377,4.9127,6.765,5.5451,0.12761,2.5014,-0.2705,6.824,0.41,-0.7822,-3.5,-1,-11.7,3.4,-1.6094,-0.52758,-21.5,-10.219,34.2
YLR126C,1.6094,4.2767,6.628,4.1422,-0.17643,3.1268,-2.0875,4.0254,0.36,-2.0182,-4.9,-4.9,-8.1,-8.3,0.18232,-0.60552,-14.1,-8.8208,4
YKR062W,4.1589,4.7875,6.8947,4.2344,-0.0017401,2.7014,-1.9105,4.9488,0.43,-2.0503,-7.8,-8.6,-0.8,-5.6,-1.6094,-0.50746,-12.7,-7.9303,30.4
YNL286W,4.5539,4.1897,6.7546,3.4029,-0.37757,2.5014,-2.1716,4.2485,0.35,-2.6311,-9.4,-8.4,1.9,-4.3,-1.6094,-0.55033,-15.8,-7.8148,34.6
YMR253C,3.5553,3.3673,7.1269,3.2363,-0.21981,2.1282,-1.959,4.8953,0.36,-2.4396,-4.2,-5.54,-5.1,-5.1,-1.6094,-0.48588,-14.7,-8.4905,28.7
YGR253C,3.9703,3.6636,6.6631,5.8052,0.097523,3.2229,-0.41703,6.958,0.39,-0.4271,3.7,-6.7,-1.7,-6,-1.6094,-0.74233,-19,-9.5868,27.5
YPR045C,4.0431,4.7095,7.2535,4.0011,-0.25919,2.3702,-2.2164,4.6282,0.37,-2.0818,-5.8,-8.6,-3.1,-1.8,-1.6094,-0.54592,-17.4,-5.8565,46.4
YMR137C,3.6636,4.7875,7.5939,3.3214,-1.4698,2.0412,-1.8773,3.7842,0.34,-2.4534,-8.1,-12,-1.7,-11,-1.6094,-0.61505,-11.3,-6.0846,31.2
YKL155C,3.2958,3.9703,7.5427,3.4673,-0.69159,2.0412,-1.2344,4.6913,0.37,-1.9569,-9.5,-9.5,-1.5,-2.4,-1.6094,-0.61913,-15.9,-7.3098,31.1
YPR141C,5.0562,5.1358,7.6917,3.1126,-0.29602,1.9315,-1.8389,3.8816,0.37,-2.1354,-4.3,-4.1,-12.5,-6.1,-1.6094,-0.67223,-13.6,-5.1432,32.3
YMR039C,5.0562,4.1271,6.7788,4.0802,0.51871,2.2083,-0.22189,5.0999,0.45,-1.6145,-3.8,-7.7,-11.4,-4.2,-1.6094,-0.58474,-14.2,-6.475,27.1
YOR107W,5.6276,5.7462,6.8352,1.0543,-1.0644,2.5014,-2.1982,3.7377,0.33,-1.9072,-12.8,-1.1,-7.4,-2.1,-1.6094,-0.45093,-14.3,-8.6138,41.3
YPL078C,3.6376,5.553,6.5999,5.3207,0.132,3.054,-0.43541,7.063,0.48,-2.2219,-7.2,-8,-6.5,3.4,-1.6094,-0.60926,-16.8,-8.387,30.7
YLL011W,2.3979,4.382,7.293,4.3846,-0.30457,2.2407,-1.0996,5.8211,0.44,-1.6175,-0.9,-0.9,-8.6,-5.4,-1.6094,-0.59807,-15.3,-8.1957,35.6
YNL191W,4.0775,4.6052,6.9791,3.8206,-0.2901,2.1748,-1.5418,4.5747,0.39,-2.1111,-9,-3.9,-11.7,0,0.18232,-0.54523,-13.6,-8.0853,37.8
YJL110C,4.4773,4.6347,7.4122,3.6689,-0.54921,2.0412,-1.5799,4.2413,0.31,-2.7726,-4.1,-10.8,-5.3,-8,-1.6094,-0.68905,-18.8,-7.5407,34.8
YKR048C,2.8904,4.8828,7.1341,5.6159,-0.0090306,2.5177,-0.67924,6.1682,0.42,-0.85826,-4.4,-4.4,-8.1,-12.1,-1.6094,-0.16096,-19.4,-11.119,29.3
YBR001C,4.8752,3.912,7.7592,3.9265,-0.66688,2.1282,-1.9379,4.0194,0.37,-2.4259,-7.4,0,4,-6.2,-1.6094,-0.64849,-16.5,-8.4662,37.6
YMR288W,2.5649,3.9703,7.978,3.3793,-0.39817,1.8718,-1.4567,4.1972,0.36,-2.3592,-10.1,-10.1,-9.9,-6.7,-1.6094,-0.66401,-18.2,-7.7778,36.5
YHR170W,3.7377,4.7875,7.3505,5.0364,-0.15987,2.3224,-0.20825,6.2872,0.44,-1.4393,-4.9,-7.8,-4.3,-6.7,-1.6094,-0.60678,-17.9,-8,37.7
YKL068W,4.7875,4.7622,7.9655,4.3368,-0.51993,1.8083,-0.48127,5.2364,0.35,-2.0518,-13.1,-3.3,-3.8,-4.9,-1.6094,-0.62063,-17,-8.371,35.9
YMR002W,3.5264,5.4931,6.1549,5.9635,0.65393,2.7788,-0.24207,6.8377,0.39,-0.28662,-2.3,1.2,-5.6,1.6,-1.6094,-0.53862,-20.3,-12,29.7
YER081W,6.1591,5.204,7.2513,3.5656,-1.1641,2.9178,-0.77219,7.1824,0.48,-1.3587,-3.1,-11.3,-3.8,-1.9,0.78846,-0.62463,-14.9,-8.6022,58
YIL096C,3.4965,5.0239,6.9187,3.6281,-0.3352,3.2771,-2.577,4.4188,0.37,-2.9858,-12.3,-4.6,-5.2,-7,-1.6094,-0.63508,-14,-5.7044,42.4
YFR011C,3.1355,5.0876,6.2403,4.0932,0.58831,3.5553,-1.8389,5.4395,0.46,-2.2284,-10.8,-10.8,-5.2,-5.4,-1.6094,-0.52398,-11,-7.2375,31.7
YHL008C,5.118,5.1358,7.5412,3.5142,-1.1375,2.0412,-1.07,4.1352,0.34,-2.2808,-7.3,4.7,-4.6,0,0.18232,-0.627,-16,-7.8393,34.9
YGL065C,4.0073,3.989,7.3212,4.0334,-0.21126,2.1633,-1.5187,3.9318,0.41,-2.6339,-3.8,-2.7,0.9,-2.5,-1.6094,-0.62757,-15.8,-7.1816,33.5
YOR052C,4.625,5.5334,6.1159,4.7549,0.59759,2.5177,-0.28104,3.7136,0.39,-0.20297,0,-8.2,-2.3,5.6,-1.6094,-0.47947,-13.3,-9.9286,42.7
YBR185C,3.6376,4.7791,6.7298,3.6758,0.12104,2.7912,-2.0402,4.7985,0.36,-2.7272,-6.6,-5.9,-3.4,-0.8,-1.6094,-0.60318,-14.4,-7.6654,30.8
YBR129C,3.5264,4.6728,6.8947,3.8461,-0.64783,2.2925,-1.5325,4.0342,0.36,-2.2137,-11.8,-10,-1.5,-3.4,-1.6094,-0.60831,-19.6,-8.6194,32.6
YDR019C,1.0986,5.1761,7.0926,5.1229,-0.087369,2.2513,-0.37542,6.7121,0.38,-1.9526,0.2,0.2,-7.7,4.5,-1.6094,-0.55307,-22.1,-9.4179,34.6
YMR161W,3.8918,6.0014,6.5147,4.3706,0.30056,2.2618,-1.07,4.2389,0.38,-1.8171,-7.1,-7.9,-7,4.4,-1.6094,-0.61663,-19.8,-9.4762,32.9
YDR110W,4.0073,5.3033,7.439,3.5539,-0.48169,2.7912,-2.6311,4.6151,0.34,-1.7755,-6.7,-2.1,-1.7,-9.2,-1.6094,-0.70213,-17.4,-7.5,40
