,5UTRlen,3UTRlen,CDSlen,mRNA_DW,Eff_DW,hl_JC_RZ,syn_JC_RZ,pro,tAI,TR,startWin_1_MEE,startWin_end_MEE,stopWin_1_MEE,stopWin_end_MEE,uORF,GC3,CDSminMFE,CDSmeanMFE,pAlen2
YER069W,3.8918,4.9904,7.8602,3.5193,-0.75548,2.5953,1.8598,6.1269,0.42,-2.5692,-7.1,-7.6,-9.7,-9.1,-1.6094,-0.64144,-16.6,-8.9882,39.7
YDL135C,3.7842,4.4998,6.4118,5.0695,0.51256,2.8904,0.75946,5.6949,0.41,-2.0356,-3,-6,0.6,-0.5,-1.6094,-0.60061,-13.8,-7.4789,25.4
YBL102W,4.3567,5.1591,6.4739,4.7481,-0.18902,2.1401,2.441,5.3455,0.31,-2.7061,-4.4,-4.4,-6,-2.4,-1.6094,-0.45726,-19.1,-9.875,28.3
YLR120C,4.6444,5.8435,7.4442,4.223,-0.10237,1.7918,2.2729,4.2268,0.38,-2.6578,-4.2,0.9,-6.4,-7.5,0.18232,-0.51714,-23,-9.8673,43.8
YNL326C,3.434,4.9127,6.9187,3.4635,-0.73635,0.99325,1.9606,4.295,0.32,-2.4937,-5.4,-7,-4.6,-2.6,-1.6094,-0.61066,-17.3,-9.35,34.9
YDR337W,3.8918,4.0943,6.7581,4.0394,0.13703,1.5476,2.1583,4.0254,0.39,-1.5702,-5,-5,-4.2,-2.1,-1.6094,-0.61096,-14.7,-7.6852,45.1
YJL061W,3.6889,4.9767,7.6695,4.1968,-0.50015,1.7228,1.518,5.5188,0.37,-2.1568,-7.8,-7.9,-6.3,-0.7,-1.6094,-0.6351,-15.7,-6.7916,30.3
YDR441C,4.3694,5.4972,6.3026,4.4212,-0.45606,1.411,1.9356,4.9859,0.4,-1.1577,0.12,-7.6,0,-2.8,0.18232,-0.58417,-21,-10.953,44.2
YPL094C,2.8332,4.1431,6.7154,5.3814,-0.11935,1.5892,2.754,6.097,0.41,-1.7702,-6,-6,5.66,-4.1,-1.6094,-0.41505,-19.5,-9.5962,38.5
YDR231C,3.1781,4.6151,6.4265,3.8095,-0.11171,1.9315,1.1321,4.3503,0.37,-2.8387,-8.3,-8.3,-2.54,0.4,-1.6094,-0.29814,-19,-11.521,31.8
YJL112W,3.0445,5.0039,7.6709,3.5539,-0.91629,1.8563,1.1017,4.295,0.35,-2.081,-3.7,-3.7,-12.2,-9.6,-1.6094,-0.6151,-14.5,-7.7171,42.4
YBR188C,4.3041,5.0434,6.0474,3.4433,0.40919,1.6292,1.3796,4.6396,0.34,-2.3645,-3.7,-2.7,-10.4,-3.3,-1.6094,-0.56754,-11,-7.4785,36.2
YJR076C,3.5553,4.654,7.1293,4.7244,0.14062,2.0669,1.5677,5.6131,0.42,-1.9512,-5.7,-3.6,-2.8,-3.4,-1.6094,-0.53139,-16.8,-7.335,37.4
YBR003W,3.3673,4.8363,7.2598,3.9929,-0.64226,2.0669,1.1117,4.6217,0.37,-2.7473,-14.6,-14.6,1.3,-3.8,-1.6094,-0.65918,-16.2,-9.0348,29.8
YPR129W,3.6109,4.2341,6.9565,4.8579,0.21304,1.9169,2.1249,5.116,0.43,-1.5654,-7.5,-8.1,5.1,-3,-1.6094,-0.59846,-14.6,-7.7636,31.3
YDL113C,4.1271,4.7449,7.5616,3.4822,-0.67276,3.2229,-0.093043,4.5218,0.39,-2.5447,-6.1,-9.8,-5.4,-3.8,-1.6094,-0.59966,-12.4,-6.9698,32.1
YBR247C,2.9957,4.8828,7.2807,4.4132,0.16772,1.2238,2.1416,5.6466,0.42,-1.4473,-5,-5,-12.2,-0.7,-1.6094,-0.6329,-20.9,-8.1915,32.8
YLR185W,3.0445,4.5643,5.5872,8.1675,0.57465,3.6402,3.804,8.091,0.55,-0.55704,-8.1,-8.1,-5.3,3.93,-1.6094,-0.53029,-12.2,-8.6714,23.5
YJL210W,3.9512,4.1271,6.7044,3.9535,-1.1245,1.6677,0.96466,3.7136,0.32,-2.2672,-9.3,-11.2,-7,5,-1.6094,-0.35861,-19.1,-11.623,35.3
YKL004W,5.8749,4.9416,7.0951,4.9957,-0.8484,1.3083,2.5866,5.7366,0.36,-2.62,0.2,-14,-9.8,-6,-1.6094,-0.54995,-17.4,-8.4513,32.1
YIL094C,4.1589,5.4293,7.0175,5.6978,-0.30422,2.4159,2.628,6.2628,0.49,-0.79607,-8.1,-12.1,-4.6,3.4,0.18232,-0.63861,-21.8,-9.8972,30.4
YLR451W,4.6052,5.204,7.8865,3.2032,-0.81347,1.6487,0.94044,3.912,0.33,-1.6414,-7,-12,-8.1,-3.5,-1.6094,-0.6672,-13.9,-7.0322,34.6
YIL076W,2.4849,5.1985,6.7923,5.2525,0.10273,2.6247,2.084,6.3111,0.43,-2.849,-4.1,-4.1,-9.2,-1.7,-1.6094,-0.50841,-12.5,-7.1,28.3
YNL087W,4.382,5.0999,8.171,4.7648,-0.68255,1.7405,2.0839,5.7631,0.39,-2.1169,-8.7,2.2,-6.5,-8.8,-1.6094,-0.61272,-18,-7.9621,29.6
YBR278W,3.2189,4.4188,6.4069,3.6299,-0.2264,2.1282,0.81074,4.0662,0.35,-2.0683,-0.04,-0.04,-6.5,-5.8,-1.6094,-0.5795,-12.9,-8,38.8
YBR187W,4.8598,4.92,6.737,5.2535,-0.19076,1.411,2.4422,4.361,0.41,-1.2648,0.9,-2.4,-10.8,-3.7,0.18232,-0.5343,-16.5,-10.415,35.7
YCR003W,3.091,4.625,6.3135,3.7619,0.29544,1.5041,2.4016,5.6395,0.41,-1.9798,-1.1,-1.1,-9.3,-3.8,-1.6094,-0.67329,-16.9,-7.1235,32
YLR418C,4.0775,5.4848,7.075,3.958,0.38442,1.6094,1.4846,5.4131,0.37,-1.9661,-2.3,-5.1,-9.6,-8.4,-1.6094,-0.66574,-15.2,-8.055,30.5
YER059W,5.0814,4.2627,7.1412,3.5827,-0.17253,1.775,1.1315,4.6412,0.34,-2.4757,-1.9,2,-10.4,-5.4,-1.6094,-0.60264,-14.2,-6.9707,33
YPL153C,5.1475,6.5806,7.8104,2.9997,-0.6211,1.5261,0.28295,3.8286,0.36,-2.7458,-0.7,-4.8,-7.3,0,-1.6094,-0.58662,-17.3,-8.184,31.4
YOL066C,3.3322,4.1589,7.4821,3.4676,-0.45502,2.4248,0.13466,4.2389,0.36,-2.0257,-7,-7,-4.2,-3,-1.6094,-0.49492,-20.6,-9.5707,39.9
YHR072W,4.0604,4.5433,7.6944,4.2371,-0.68925,1.7047,2.0838,4.9904,0.36,-2.4488,-6.4,-3.18,-7.3,-8.3,0.18232,-0.55161,-16.9,-9.1306,30.6
YJL190C,2.7081,5.0039,5.9738,8.343,0.48848,3.1781,3.6851,7.3818,0.64,-0.78636,-7.4,-7.4,-5.9,-2.6,-1.6094,-0.44323,-15.9,-10.333,25.4
YNL265C,2.9957,5.0106,6.7991,3.7521,0.29254,2.1282,0.94974,5.0689,0.38,-2.1413,-3.1,-3.1,0.9,-2,-1.6094,-0.57649,-11.4,-6.5143,30.2
YMR058W,4.0073,4.9273,7.5554,6.5329,-0.2606,1.8405,3.2147,7.2575,0.41,-1.4802,-10.6,0,-9.2,-3.1,-1.6094,-0.36507,-16.5,-9.7113,34.7
YOR290C,4.92,4.2195,8.5393,4.3959,-1.039,3.6507,-0.27504,4.4811,0.39,-2.4663,1.6,-3.6,-6,1.7,-1.6094,-0.64566,-16.6,-7.2236,39.8
YML093W,3.1781,4.5747,7.901,4.4161,-0.00084607,1.4351,1.8917,5.5568,0.46,-1.1871,-1.9,-1.9,-8.7,-2.3,-1.6094,-0.59875,-18,-6.8039,20.5
YLR200W,3.3322,4.8363,5.8435,4.8638,0.63476,2.0015,2.3843,5.0391,0.45,-1.731,-1.6,-1.6,-8.5,-1.8,-1.6094,-0.59937,-11.3,-5.32,29.4
YKR003W,4.6821,4.4773,7.2056,4.6125,-0.57283,2.0015,1.5396,4.6913,0.39,-2.6353,-4.8,-2.8,-10.3,-2.4,0.18232,-0.64493,-19.5,-7.5488,35.2
YIR012W,3.2189,3.8501,7.167,4.9538,0.17777,1.9315,2.5197,6.4703,0.4,-1.3273,-5,-5,-8.6,-2.2,-1.6094,-0.51755,-18.3,-10.007,26.4
YOR057W,4.2047,4.3307,7.08,4.042,-0.33552,2.23,0.97178,4.8122,0.39,-2.4722,-7.9,-2.9,-7,-5.1,0.18232,-0.69902,-16.5,-7.1632,32.2
YMR272C,3.6376,5.1648,7.0519,4.5494,0.0063238,1.6677,3.3659,4.5468,0.42,-1.4271,-11,-6.8,-8.1,-5.9,-1.6094,-0.42057,-15.1,-9.3973,37.7
YPR108W,4.382,5.2204,7.1624,5.2212,0.2069,3.0301,1.6278,4.8701,0.43,-0.95347,-4,6.1,-8.6,-7.5,0.18232,-0.61664,-12.9,-7.4366,31.8
YGR162W,3.5835,6.0799,7.9582,6.0031,-0.25772,1.5476,3.2424,7.2698,0.47,-2.495,-6.2,-7.5,-9.7,-1.7,-1.6094,-0.63052,-18.4,-7.9117,32.2
YDL165W,3.8918,3.6636,6.3561,4.2822,0.26396,2.0281,1.5945,4.8176,0.35,-2.357,-5.9,0.3,-10.2,-2.4,-1.6094,-0.52731,-10.7,-7.5722,28.2
YJR135C,3.7842,3.4012,6.5793,3.0047,-0.71519,1.2809,1.1002,4.0073,0.32,-2.1946,-3.8,-5.6,-7.6,-7.6,-1.6094,-0.52378,-18.9,-8.7818,41.2
YMR076C,4.3567,5.3613,8.2517,3.7801,-0.4732,3.7184,-1.3181,4.7274,0.39,-2.398,-4.8,-6.9,-6.5,6.6,-1.6094,-0.66373,-15.8,-6.1831,29.6
YNL027W,4.6913,4.7274,7.6192,3.7192,-0.26823,1.7047,1.3179,5.0752,0.37,-2.4805,-8.2,-9.7,-1.8,-3.8,-1.6094,-0.6265,-11.7,-6.4515,90.1
YLR291C,3.434,5.0173,7.044,4.951,-0.3837,1.5476,2.094,5.7683,0.38,-2.0794,5.2,-0.6,-7.4,-1.9,-1.6094,-0.697,-18.3,-8.0722,24
YIL122W,5.5491,5.0173,6.9622,2.4782,-0.74656,1.1939,0.8812,3.922,0.27,-2.435,-7,-3.9,0,-2.3,0.18232,-0.5716,-18.7,-8.1441,44.1
YJR113C,2.9444,3.989,6.612,4.2948,-0.32228,1.6487,1.8058,4.8803,0.34,-1.1799,-12.9,-12.9,-5.04,-0.3,-1.6094,-0.25793,-22.3,-13.774,36.7
YGR024C,0.69315,4.4188,6.5709,4.5787,-0.86637,1.8245,2.2077,4.6151,0.37,-2.4453,3.73,3.73,-4.7,-8.6,-1.6094,-0.56125,-11.9,-7.2545,36.1
YIR026C,2.9444,4.5326,6.9985,4.1623,-0.053246,2.0669,1.0024,5.0039,0.39,-2.2682,-6.6,-6.6,0.3,-11,-1.6094,-0.49659,-25,-8.9857,38.8
YGR097W,3.6889,5.0938,8.1435,3.5441,-0.95713,2.2824,1.2976,4.6217,0.37,-2.471,-7.5,-6.6,7.4,-9.5,-1.6094,-0.57259,-26.2,-7.6301,35.7
YIL068C,4.0604,4.6052,7.7907,3.8697,-0.7465,1.9315,0.76842,4.4998,0.36,-2.3361,-8.3,-6.3,-1.6,-9.5,-1.6094,-0.63704,-15.1,-7.2987,28.3
YCL025C,3.4012,4.5326,7.5507,3.4837,-0.21033,1.0296,2.9773,9.0192,0.43,-2.2808,-8,-8,11.6,4,-1.6094,-0.50501,-19.5,-9.9032,37.6
YNR034W,4.2767,5.5094,6.8732,3.2546,0.49934,2.9444,0.025576,5.461,0.37,-2.0349,-0.9,-3.3,-6.8,-1.8,-1.6094,-0.49527,-19.5,-10.535,43.3
YNL282W,2.7081,4.1271,6.3767,3.368,-0.19998,2.3609,-0.04019,4.3944,0.33,-1.1099,-4.7,-4.7,-11.6,-9.7,-1.6094,-0.24733,-20.3,-10.617,21.4
YDR190C,4.0943,4.3438,7.2385,5.1992,0.18128,1.8718,2.471,6.4146,0.43,-1.203,-4,-7.8,-4.5,0,-1.6094,-0.68735,-18,-8.7889,29.8
YAL031C,3.8286,5.0876,7.7332,3.2669,-0.82195,1.9315,0.5343,4.1271,0.35,-2.3634,-4.3,-1,-7.8,-0.3,-1.6094,-0.49911,-16,-7.7147,36.5
YBR166C,3.7377,4.7185,7.2145,4.0189,0.14931,1.5892,1.8111,5.5984,0.38,-2.5575,-8.6,-7.4,-4.7,-3.3,-1.6094,-0.6764,-17.5,-8.1682,39.1
YDR462W,3.5264,4.804,6.0958,4.1736,0.53654,2.4596,1.1192,4.9628,0.31,-1.6869,-0.9,-1.5,-10.3,-9.2,-1.6094,-0.3223,-19.3,-10.654,40.2
YJL148W,4.0431,5.3132,6.5539,4.9404,0.42011,0.40547,3.3648,6.2468,0.43,-1.6874,-5.8,-3.9,-10.7,-6.3,-1.6094,-0.54235,-12.8,-6.9955,36.5
YPL055C,2.1972,4.2767,6.9068,3.8624,0.012531,1.7047,1.1801,4.1352,0.33,-1.4176,-6,-6,-9,-3.1,-1.6094,-0.41792,-15.8,-7.5719,34.1
YNR016C,6.2653,4.654,8.8102,6.5077,-0.50047,3.3534,2.3539,7.6886,0.49,-0.90783,-7.9,-0.1,-0.8,-4.1,1.4351,-0.60829,-20.2,-9.4122,29.1
YFR036W,3.091,4.8283,5.9269,3.6297,0.51791,1.3863,1.1589,3.8918,0.38,-1.8541,-5.8,-5.8,-3.3,0.2,0.78846,-0.15555,-16,-7.6455,32.2
YHR114W,4.1589,4.8283,7.5507,3.8624,-0.24503,2.9392,-0.22945,5.1436,0.41,-2.2779,-7.5,-0.1,-2.5,-15.5,0.18232,-0.56423,-17.1,-7.429,31.3
YGR028W,3.2189,5.112,6.993,3.7443,-0.51193,1.5041,1.7631,4.382,0.37,-2.5575,0.6,0.6,-3.2,4.2,-1.6094,-0.66989,-17.2,-8.5514,31.8
YPL120W,2.7726,4.6821,7.423,3.183,-0.60055,2.7279,-0.22181,3.843,0.36,-2.7001,-9.7,-9.7,-3,-7,-1.6094,-0.59218,-13.6,-6.6444,33.8
YHR149C,4.8752,5.0814,7.6985,3.8756,-0.37452,1.6487,0.84444,4.5816,0.35,-1.982,-1.3,-7.7,-7.1,-5.4,-1.6094,-0.66976,-17.5,-8.4486,34.3
YMR311C,3.0445,4.6821,6.5367,4.3786,0.58929,2.1163,2.5218,5.8464,0.38,-1.1335,-1.5,-1.5,-1.4,-1,-1.6094,-0.48009,-15.8,-6.7786,34
YOR362C,3.7377,4.9127,6.765,5.5451,0.12761,2.5494,2.2341,6.824,0.41,-0.7822,-3.5,-1,-11.7,3.4,-1.6094,-0.53559,-21.5,-10.219,34.2
YLR126C,1.6094,4.2767,6.628,4.1422,-0.17643,2.5014,0.45794,4.0254,0.36,-2.0182,-4.9,-4.9,-8.1,-8.3,0.18232,-0.61418,-14.1,-8.8208,4
YKR062W,4.1589,4.7875,6.8947,4.2344,-0.0017401,1.8405,1.7309,4.9488,0.43,-2.0503,-7.8,-8.6,-0.8,-5.6,-1.6094,-0.51531,-12.7,-7.9303,30.4
YGR253C,3.9703,3.6636,6.6631,5.8052,0.097523,2.5257,2.5996,6.958,0.39,-0.4271,3.7,-6.7,-1.7,-6,-1.6094,-0.75226,-19,-9.5868,27.5
YPR045C,4.0431,4.7095,7.2535,4.0011,-0.25919,3.0681,0.49675,4.6282,0.37,-2.0818,-5.8,-8.6,-3.1,-1.8,-1.6094,-0.55408,-17.4,-5.8565,46.4
YMR137C,3.6636,4.7875,7.5939,3.3214,-1.4698,2.0149,-0.29372,3.7842,0.34,-2.4534,-8.1,-12,-1.7,-11,-1.6094,-0.6238,-11.3,-6.0846,31.2
YKL155C,3.2958,3.9703,7.5427,3.4673,-0.69159,1.1632,1.6205,4.6913,0.37,-1.9569,-9.5,-9.5,-1.5,-2.4,-1.6094,-0.62791,-15.9,-7.3098,31.1
YPR141C,5.0562,5.1358,7.6917,3.1126,-0.29602,0.99325,1.0726,3.8816,0.37,-2.1354,-4.3,-4.1,-12.5,-6.1,-1.6094,-0.6815,-13.6,-5.1432,32.3
YMR039C,5.0562,4.1271,6.7788,4.0802,0.51871,1.5892,2.0921,5.0999,0.45,-1.6145,-3.8,-7.7,-11.4,-4.2,-1.6094,-0.59322,-14.2,-6.475,27.1
YOR107W,5.6276,5.7462,6.8352,1.0543,-1.0644,1.4816,0.68882,3.7377,0.33,-1.9072,-12.8,-1.1,-7.4,-2.1,-1.6094,-0.45834,-14.3,-8.6138,41.3
YPL078C,3.6376,5.553,6.5999,5.3207,0.132,2.3224,2.3537,7.063,0.48,-2.2219,-7.2,-8,-6.5,3.4,-1.6094,-0.61796,-16.8,-8.387,30.7
YLL011W,2.3979,4.382,7.293,4.3846,-0.30457,0.33647,3.0922,5.8211,0.44,-1.6175,-0.9,-0.9,-8.6,-5.4,-1.6094,-0.60666,-15.3,-8.1957,35.6
YJL110C,4.4773,4.6347,7.4122,3.6689,-0.54921,1.1632,1.8917,4.2413,0.31,-2.7726,-4.1,-10.8,-5.3,-8,-1.6094,-0.69847,-18.8,-7.5407,34.8
YKR048C,2.8904,4.8828,7.1341,5.6159,-0.0090306,3.7865,1.1885,6.1682,0.42,-0.85826,-4.4,-4.4,-8.1,-12.1,-1.6094,-0.1665,-19.4,-11.119,29.3
YBR001C,4.8752,3.912,7.7592,3.9265,-0.66688,3.6914,-1.4338,4.0194,0.37,-2.4259,-7.4,0,4,-6.2,-1.6094,-0.65753,-16.5,-8.4662,37.6
YMR288W,2.5649,3.9703,7.978,3.3793,-0.39817,1.5261,0.83177,4.1972,0.36,-2.3592,-10.1,-10.1,-9.9,-6.7,-1.6094,-0.6732,-18.2,-7.7778,36.5
YHR170W,3.7377,4.7875,7.3505,5.0364,-0.15987,1.2809,2.6883,6.2872,0.44,-1.4393,-4.9,-7.8,-4.3,-6.7,-1.6094,-0.61545,-17.9,-8,37.7
YKL068W,4.7875,4.7622,7.9655,4.3368,-0.51993,1.335,2.0674,5.2364,0.35,-2.0518,-13.1,-3.3,-3.8,-4.9,-1.6094,-0.62942,-17,-8.371,35.9
YMR002W,3.5264,5.4931,6.1549,5.9635,0.65393,1.2809,3.7551,6.8377,0.39,-0.28662,-2.3,1.2,-5.6,1.6,-1.6094,-0.54672,-20.3,-12,29.7
YER081W,6.1591,5.204,7.2513,3.5656,-1.1641,3.9665,1.5874,7.1824,0.48,-1.3587,-3.1,-11.3,-3.8,-1.9,0.78846,-0.63346,-14.9,-8.6022,58
YFR011C,3.1355,5.0876,6.2403,4.0932,0.58831,1.411,2.3741,5.4395,0.46,-2.2284,-10.8,-10.8,-5.2,-5.4,-1.6094,-0.53196,-11,-7.2375,31.7
YGL065C,4.0073,3.989,7.3212,4.0334,-0.21126,2.0919,1.0379,3.9318,0.41,-2.6339,-3.8,-2.7,0.9,-2.5,-1.6094,-0.63643,-15.8,-7.1816,33.5
YOR052C,4.625,5.5334,6.1159,4.7549,0.59759,3.3069,1.2018,3.7136,0.39,-0.20297,0,-8.2,-2.3,5.6,-1.6094,-0.4871,-13.3,-9.9286,42.7
YGR116W,3.9318,4.6151,8.3793,5.271,-0.53511,3.6481,0.42496,6.0474,0.43,-1.666,-9.6,-9.8,-9.6,-6.5,-1.6094,-0.65254,-23.3,-7.4236,29.6
YBR185C,3.6376,4.7791,6.7298,3.6758,0.12104,1.361,2.1149,4.7985,0.36,-2.7272,-6.6,-5.9,-3.4,-0.8,-1.6094,-0.61182,-14.4,-7.6654,30.8
YBR129C,3.5264,4.6728,6.8947,3.8461,-0.64783,1.5261,1.0577,4.0342,0.36,-2.2137,-11.8,-10,-1.5,-3.4,-1.6094,-0.61699,-19.6,-8.6194,32.6
YDR019C,1.0986,5.1761,7.0926,5.1229,-0.087369,1.8405,3.3605,6.7121,0.38,-1.9526,0.2,0.2,-7.7,4.5,-1.6094,-0.56128,-22.1,-9.4179,34.6
YDR110W,4.0073,5.3033,7.439,3.5539,-0.48169,1.9021,0.79123,4.6151,0.34,-1.7755,-6.7,-2.1,-1.7,-9.2,-1.6094,-0.71168,-17.4,-7.5,40
YOL064C,2.9957,4.6052,6.9791,4.4815,0.1968,1.7047,2.2349,6.6494,0.43,-1.3034,-2.7,-2.7,-6.2,-15,-1.6094,-0.6083,-19.4,-9.6471,33.1
YOR274W,4.2485,5.553,7.1601,3.2619,-0.13869,1.7579,0.93734,4.3694,0.38,-2.9022,-9.2,-1.7,-5.8,-12.2,-1.6094,-0.54839,-15.3,-7.6244,35.1
YOR329C,4.7449,4.6347,7.8705,3.5421,-0.73634,1.9741,0.9854,4.0431,0.34,-2.1507,-9,-6.6,-0.8,-13.7,-1.6094,-0.64162,-18.2,-6.95,30.7
YJL143W,3.4012,5.2983,6.1675,4.5407,1.1052,2.0794,2.4371,6.393,0.38,-1.3213,5,5,-9.8,-1.1,-1.6094,-0.65918,-19.9,-12.657,32.4
YMR056C,4.382,5.3891,6.8352,2.337,-1.7831,1.3083,0.60605,3.7612,0.37,-2.6636,0.9,-7.2,2.06,-6.1,-1.6094,-0.2984,-20.9,-12.934,3.6
YJL044C,3.5835,4.2195,7.2277,4.0135,-0.85777,1.6864,1.4399,4.5917,0.39,-1.9505,-11.1,-7.9,11.5,-7.1,-1.6094,-0.44741,-19,-8.3591,41.1
YDR229W,4.6151,3.9703,7.2167,3.4907,-0.10872,1.9021,0.9534,4.8122,0.35,-1.7021,-3.6,-3.1,-11.4,-3.6,-1.6094,-0.48149,-17.1,-8.4295,42.4
YER177W,3.6636,5.1299,6.6896,7.162,0.31511,2.7408,3.576,8.0301,0.5,-0.17972,-3.3,-1.2,-11,-22.4,-1.6094,-0.42451,-18.5,-10.212,23.4
YML048W,3.7377,5.2575,7.1,5.5002,-0.013659,1.8563,2.6544,4.0943,0.43,-1.7384,-6.2,-7.6,-2.4,-1.4,-1.6094,-0.47472,-22.6,-9.659,35.5
YMR270C,4.9416,4.6728,7.0012,3.7551,-1.3145,1.5686,1.1491,3.8286,0.36,-2.4013,-0.8,-9.4,-2.2,0,-1.6094,-0.52125,-15.4,-7.2086,33.8
YLR228C,5.3083,5.1417,7.8018,3.4557,-0.99695,1.9169,0.32994,3.7377,0.35,-3.1749,-9.8,-5.4,-0.7,-7.8,-1.6094,-0.55705,-16.2,-7.7574,28.3
YJL171C,3.2958,5.2523,7.0825,4.9269,-0.022358,2.5649,2.6816,5.5504,0.41,-1.2921,-3.2,-3.2,9.4,-3.1,-1.6094,-0.58115,-19.1,-9.7605,25.1
YDL167C,3.7377,4.8598,7.6779,4.29,-0.64695,1.0296,2.0544,5.1686,0.36,-1.4645,-11.5,-9,-5.7,-10,-1.6094,-0.64056,-16.8,-8.0957,29.3
YLR388W,6.2729,4.2905,5.1417,7.9183,1.0559,2.4765,1.3238,5.8907,0.53,-1.7779,3.6,-0.7,0.2,-4.3,-1.6094,-0.44616,-10,-8.65,20.7
YLR373C,2.7081,4.4543,7.9032,3.4382,-0.68706,2.0669,0.31542,4.4387,0.37,-2.8084,-8.1,-8.1,-6.9,-0.8,-1.6094,-0.51691,-17,-6.8654,35.2
YIR034C,3.5264,4.2485,7.0229,4.0408,0.53178,3.0865,1.2767,9.3169,0.41,-2.605,-5.5,-1.3,-1,-1.4,-1.6094,-0.60225,-17.4,-8.8944,43.6
YGL013C,4.8978,4.5951,8.0731,4.0128,-1.0657,2.3224,0.85467,4.5326,0.35,-2.6986,-6.6,-9,-11,1.4,-1.6094,-0.53412,-16,-7.4943,37.3
YJR068W,3.6889,3.7842,6.9679,4.312,-0.2365,1.9459,1.6828,4.9077,0.41,-2.3602,-1.2,-7.7,-0.7,-6.2,-1.6094,-0.58551,-15.6,-7.8265,27.5
YGR207C,3.3673,6.593,6.667,4.771,0.11488,2.3979,2.2962,5.9806,0.43,-1.7761,-4.1,-4.1,-4.8,0,-1.6094,-0.63248,-17.4,-8.216,34.6
YNL052W,3.4657,5.5452,6.1356,4.6947,0.62456,2.3026,2.0748,5.2549,0.4,-1.2269,1.3,-0.1,-4.9,3.9,-1.6094,-0.55591,-16.6,-10.564,33.3
YGR091W,4.2485,4.4886,7.3032,3.2347,-0.42114,1.6677,0.77752,4.0431,0.38,-2.2182,-0.5,-3.6,-6.9,-9.1,-1.6094,-0.60966,-16.7,-7.1604,32.8
YJR148W,4.0431,4.1271,7.0309,6.2905,0.067316,3.9703,0.47099,8.1596,0.44,-1.7643,-4.8,-4.5,-0.4,-4.9,-1.6094,-0.50577,-18.4,-9.3583,26.6
YJR082C,4.6634,5.2832,5.8348,4.1927,-0.17109,2.5096,1.0913,4.4308,0.37,-1.9331,-0.3,-2.1,-9.6,3.4,0.18232,-0.54701,-13.4,-6.93,32.8
YOL087C,5.5835,4.5539,8.117,3.6144,-0.93477,2.3795,0.8548,3.8918,0.37,-2.051,-7.1,-4.8,1.1,1.6,0.18232,-0.59278,-20,-7.8727,33.7
YNL134C,3.7842,3.912,7.0309,4.6091,0.42854,3.472,1.4243,5.2916,0.46,-1.9428,-2.7,-1.1,-8.4,-5.2,-1.6094,-0.46695,-18.7,-10.194,25.9
YBR262C,3.7612,4.5433,5.7714,4.4955,-0.25774,1.411,2.4881,5.3784,0.34,-0.61804,-7.2,-6.8,-8.1,-2.1,-1.6094,-0.33316,-18.9,-10.922,31
YIL051C,3.3322,4.8752,6.0822,7.1779,0.59972,3.3069,1.8328,4.1744,0.48,-1.6863,-6.8,-6.8,-3.5,2.7,-1.6094,-0.4854,-19,-8.9077,28.3
YPL057C,4.6728,6.1003,7.0466,4.1035,-0.50342,1.2809,2.2231,5.3246,0.37,-1.3452,-6.7,0,-8.3,-0.2,0.18232,-0.5211,-17.4,-7.6946,45.1
YNR010W,3.7377,4.3438,6.1092,3.3697,0.26234,3.0587,-0.41404,4.5272,0.33,-1.4802,2.3,-3.2,-7,-5.5,-1.6094,-0.60891,-13.1,-6.7923,40
YNL169C,4.625,4.4659,7.3152,4.1273,-0.57653,1.361,2.2454,4.0194,0.37,-3.3814,-8.5,-12.1,-4.5,-6.9,-1.6094,-0.58843,-15.7,-8.8449,33
YDR460W,4.9416,4.5951,6.8732,3.5363,-0.093652,1.6487,1.1191,4.4188,0.36,-1.8018,-1.4,-6,-8.8,-4.6,-1.6094,-0.41688,-17.6,-8.4742,38.3
YNL112W,3.7136,4.9416,7.4031,5.5373,0.28506,1.6864,2.4837,7.745,0.53,-0.35968,-5.6,-6.1,-6.9,2.5,-1.6094,-0.64282,-26.8,-11.151,34.2
YOR335C,4.654,4.8828,7.9645,6.2983,-0.1093,3.4532,1.495,7.8688,0.52,-1.4414,2.2,-4.7,-1,-4.3,-1.6094,-0.60364,-19.9,-8.7585,25.2
YOR095C,4.2341,4.7536,6.6554,4.834,0.31642,1.6487,0.80979,5.5175,0.46,-1.5794,-4.1,-3.3,-8.6,-3.9,-1.6094,-0.7234,-19.3,-9.5917,34.9
YEL038W,2.9444,3.912,6.528,4.5281,0.022324,2.2513,1.9414,4.865,0.37,-2.4793,1.9,1.9,-5.4,-7,-1.6094,-0.31172,-22.3,-11.681,23.2
YCL014W,4.6347,4.6151,8.4992,3.9509,-0.85122,2.7081,0.15204,4.7095,0.37,-2.9818,-2.3,-4.5,-6.4,-8.8,-1.6094,-0.61152,-18.4,-7.3511,32.3
YPL208W,3.434,4.2195,7.4685,3.8772,-0.70754,2.0015,0.89516,4.4961,0.36,-2.6187,-6.6,-6.6,-9.7,-6.8,-1.6094,-0.56651,-16.1,-8.1754,27.7
YOL147C,3.0445,5.0173,6.5667,3.9214,0.13301,1.7579,1.8552,5.1648,0.38,-2.8235,-4,-4,-10.8,-4.1,-1.6094,-0.4144,-18.7,-9.8682,38
YNL280C,4.0943,4.5539,7.1831,4.9787,-0.32871,2.1633,2.3382,5.9296,0.39,-2.1128,-3.2,-5.7,-1.4,3.4,-1.6094,-0.45418,-18.8,-9.7929,38.7
